Date,Open,High,Low,Close,adj_close,Volume,chg
12/31/1984,166.259995,167.339996,163.360001,163.679993,163.679993,314440000,-1.55
1/7/1985,163.679993,168.720001,163.679993,167.910004,167.910004,509830000,2.58
1/14/1985,167.910004,171.940002,167.580002,171.320007,171.320007,634000000,2.03
1/21/1985,171.320007,178.160004,171.309998,177.350006,177.350006,749100000,3.52
1/28/1985,177.350006,180.270004,176.559998,178.630005,178.630005,652000000,0.72
2/4/1985,178.630005,182.389999,177.75,182.190002,182.190002,666800000,1.99
2/11/1985,182.190002,183.949997,179.449997,181.600006,181.600006,603800000,-0.32
2/18/1985,181.600006,182.100006,179.229996,179.360001,179.360001,406280000,-1.23
2/25/1985,179.360001,183.889999,178.130005,183.229996,183.229996,552240000,2.16
3/4/1985,183.229996,183.410004,179.070007,179.100006,179.100006,543890000,-2.25
3/11/1985,179.100006,180.139999,176.529999,176.529999,176.529999,487250000,-1.43
3/18/1985,176.529999,180.220001,176.529999,179.039993,179.039993,515900000,1.42
3/25/1985,179.039993,180.660004,177.850006,180.660004,180.660004,466150000,0.90
4/1/1985,180.660004,181.860001,178.289993,179.029999,179.029999,373990000,-0.90
4/8/1985,179.029999,180.910004,177.860001,180.539993,180.539993,466760000,0.84
4/15/1985,180.539993,182.559998,180.190002,181.110001,181.110001,456870000,0.32
4/22/1985,181.110001,183.610001,180.25,182.179993,182.179993,483600000,0.59
4/29/1985,182.179993,182.339996,178.350006,180.080002,180.080002,504830000,-1.15
5/6/1985,180.080002,184.740005,179.820007,184.279999,184.279999,538450000,2.33
5/13/1985,184.279999,187.940002,183.649994,187.419998,187.419998,513310000,1.70
5/20/1985,187.419998,189.979996,187.289993,188.289993,188.289993,564870000,0.46
5/27/1985,188.289993,189.589996,187.089996,189.550003,189.550003,429540000,0.67
6/3/1985,189.550003,191.289993,188.880005,189.679993,189.679993,601130000,0.07
6/10/1985,189.679993,189.679993,185.029999,187.100006,187.100006,487830000,-1.36
6/17/1985,187.100006,189.660004,185.970001,189.610001,189.610001,510270000,1.34
6/24/1985,188.770004,191.850006,187.839996,191.850006,191.850006,517770000,1.18
7/1/1985,191.850006,192.669998,191.169998,192.520004,192.520004,368040000,0.35
7/8/1985,192.470001,193.320007,190.809998,193.289993,193.289993,534030000,0.40
7/15/1985,193.289993,196.070007,192.550003,195.130005,195.130005,642500000,0.95
7/22/1985,195.130005,195.130005,190.660004,192.399994,192.399994,596040000,-1.40
