Date,Close,chg
3/10/1998,1218.25,0.932062966
3/11/1998,1220.75,0.205212395
3/12/1998,1225.5,0.389105058
3/13/1998,1222.5,-0.244798042
3/16/1998,1233,0.858895706
3/17/1998,1235.5,0.202757502
3/18/1998,1238.75,0.263051396
3/19/1998,1243.25,0.363269425
3/20/1998,1252.75,0.764126282
3/23/1998,1250,-0.219517062
3/24/1998,1258.5,0.68
3/25/1998,1255.25,-0.258243941
3/26/1998,1251.75,-0.278828919
3/27/1998,1249.5,-0.179748352
3/30/1998,1247,-0.200080032
3/31/1998,1252.25,0.421010425
4/1/1998,1259.75,0.598921941
4/2/1998,1272.75,1.031950784
4/3/1998,1276.5,0.294637596
4/6/1998,1268.25,-0.646298472
4/7/1998,1260,-0.650502661
4/8/1998,1253.5,-0.515873016
4/9/1998,1261.5,0.638213004
4/13/1998,1258.75,-0.217994451
4/14/1998,1266.5,0.615690169
4/15/1998,1269.75,0.256612712
4/16/1998,1256.75,-1.023823587
4/17/1998,1272,1.213447384
4/20/1998,1270.5,-0.117924528
4/21/1998,1276.5,0.472255018
4/22/1998,1277.5,0.078339209
4/23/1998,1267.25,-0.802348337
4/24/1998,1254.5,-1.006115605
4/27/1998,1235.25,-1.534475887
4/28/1998,1232.5,-0.222626999
4/29/1998,1238.25,0.46653144
4/30/1998,1260.75,1.817080557
5/1/1998,1271.75,0.87249653
5/4/1998,1269.75,-0.157263613
5/5/1998,1261.75,-0.630045285
5/6/1998,1247.75,-1.109570042
5/7/1998,1239.75,-0.641154077
5/8/1998,1257.75,1.451905626
5/11/1998,1253.25,-0.357781753
5/12/1998,1263.75,0.837821664
5/13/1998,1265.75,0.158259149
5/14/1998,1260.75,-0.395022714
5/15/1998,1253.5,-0.575054531
5/18/1998,1250,-0.279218189
5/19/1998,1257,0.56
5/20/1998,1265.5,0.676213206
5/21/1998,1259.75,-0.454365863
5/22/1998,1255.75,-0.317523318
5/26/1998,1235.25,-1.632490543
5/27/1998,1239.5,0.344059907
5/28/1998,1242.5,0.242033078
5/29/1998,1239.5,-0.241448692
6/1/1998,1237,-0.201694232
6/2/1998,1237.5,0.040420372
6/3/1998,1220.25,-1.393939394
6/4/1998,1239,1.536570375
6/5/1998,1259.5,1.654560129
6/8/1998,1258.25,-0.099245732
6/9/1998,1260.5,0.178819789
6/10/1998,1254,-0.515668386
6/11/1998,1232.75,-1.694577352
6/12/1998,1242.5,0.790914622
6/15/1998,1214.75,-2.233400402
6/16/1998,1227.5,1.049598683
6/17/1998,1250.5,1.873727088
6/18/1998,1246.5,-0.319872051
6/19/1998,1240,-0.521460088
6/22/1998,1244.75,0.383064516
6/23/1998,1258.5,1.104639486
6/24/1998,1274.25,1.251489869
6/25/1998,1271.75,-0.19619384
6/26/1998,1276.25,0.35384313
6/29/1998,1280.5,0.333006856
6/30/1998,1271.5,-0.702850449
7/1/1998,1285.5,1.101061738
7/2/1998,1286.5,0.077790743
7/6/1998,1298,0.893898173
7/7/1998,1295.5,-0.192604006
7/8/1998,1303.5,0.617522192
7/9/1998,1296,-0.575373993
7/10/1998,1301,0.385802469
7/13/1998,1302,0.076863951
7/14/1998,1314.25,0.940860215
7/15/1998,1311.25,-0.228267072
7/16/1998,1320,0.667302193
7/17/1998,1323.25,0.246212121
7/20/1998,1322.25,-0.07557151
7/21/1998,1301.75,-1.550387597
7/22/1998,1300.5,-0.096024582
7/23/1998,1275.75,-1.903114187
7/24/1998,1274.5,-0.097981579
7/27/1998,1281.5,0.549234994
7/28/1998,1264.5,-1.326570425
7/29/1998,1257.5,-0.55357849
7/30/1998,1275,1.391650099
7/31/1998,1251.5,-1.843137255
8/3/1998,1246,-0.439472633
8/4/1998,1202.5,-3.49117175
8/5/1998,1217.75,1.268191268
8/6/1998,1221.5,0.30794498
8/7/1998,1221,-0.040933279
8/10/1998,1217,-0.327600328
8/11/1998,1200,-1.396877568
8/12/1998,1218.75,1.5625
8/13/1998,1204.5,-1.169230769
8/14/1998,1193,-0.95475301
8/17/1998,1213,1.676445935
8/18/1998,1234.75,1.793075021
8/19/1998,1231.5,-0.263211176
8/20/1998,1223,-0.690215185
8/21/1998,1216,-0.572363042
8/24/1998,1221.75,0.472861842
8/25/1998,1224,0.184162063
8/26/1998,1216.25,-0.633169935
8/27/1998,1164.75,-4.234326824
8/28/1998,1161.25,-0.300493668
8/31/1998,1082.75,-6.759956943
9/1/1998,1128.5,4.225352113
9/2/1998,1119.5,-0.79751883
9/3/1998,1114.25,-0.468959357
9/4/1998,1105.25,-0.807718196
9/8/1998,1155.5,4.546482696
9/9/1998,1131.25,-2.098658589
9/10/1998,1099,-2.850828729
9/11/1998,1142.5,3.958143767
9/14/1998,1159.25,1.466083151
9/15/1998,1165.75,0.560707354
9/16/1998,1177,0.965043963
9/17/1998,1148,-2.463891249
9/18/1998,1150.25,0.195993031
9/21/1998,1149.75,-0.043468811
9/22/1998,1158.75,0.782778865
9/23/1998,1196.5,3.257820928
9/24/1998,1172,-2.047638947
9/25/1998,1169,-0.255972696
9/28/1998,1183,1.19760479
9/29/1998,1175.75,-0.61284869
9/30/1998,1145,-2.615351903
10/1/1998,1114.25,-2.68558952
10/2/1998,1120.5,0.560915414
10/5/1998,1113.75,-0.602409639
10/6/1998,1113.75,0
10/7/1998,1098.25,-1.391694725
10/8/1998,1088,-0.933302982
10/9/1998,1110,2.022058824
10/12/1998,1124.5,1.306306306
10/13/1998,1121.5,-0.266785238
10/14/1998,1130,0.757913509
10/15/1998,1186.5,5
10/16/1998,1185,-0.12642225
10/19/1998,1188.25,0.274261603
10/20/1998,1193.5,0.441826215
10/21/1998,1192.25,-0.104733976
10/22/1998,1206,1.15328161
10/23/1998,1193.25,-1.05721393
10/26/1998,1199.5,0.523779594
10/27/1998,1193,-0.541892455
10/28/1998,1189.5,-0.293378039
10/29/1998,1215.75,2.206809584
10/30/1998,1225,0.760847214
11/2/1998,1240.25,1.244897959
11/3/1998,1232.75,-0.604716791
11/4/1998,1243,0.831474346
11/5/1998,1260.25,1.387771521
11/6/1998,1267.25,0.555445348
11/9/1998,1255,-0.966660091
11/10/1998,1248.5,-0.517928287
11/11/1998,1245.5,-0.240288346
11/12/1998,1243,-0.200722601
11/13/1998,1253,0.804505229
11/16/1998,1261,0.638467678
11/17/1998,1262.25,0.099127676
11/18/1998,1269,0.534759358
11/19/1998,1277.25,0.650118203
11/20/1998,1286.25,0.704638873
11/23/1998,1313,2.079689018
11/24/1998,1305.5,-0.571210967
11/25/1998,1306,0.038299502
11/27/1998,1314,0.612557427
11/30/1998,1281.25,-2.49238965
12/1/1998,1293.75,0.975609756
12/2/1998,1291.25,-0.193236715
12/3/1998,1271.5,-1.529525653
12/4/1998,1299,2.162799843
12/7/1998,1306.5,0.577367206
12/8/1998,1301.25,-0.401836969
12/9/1998,1303.5,0.172910663
12/10/1998,1284,-1.495972382
12/11/1998,1281.5,-0.19470405
12/14/1998,1254.25,-2.126414358
12/15/1998,1280.75,2.112816424
12/16/1998,1281.5,0.058559438
12/17/1998,1298.75,1.346078814
12/18/1998,1303.5,0.365736285
12/21/1998,1320.5,1.304181051
12/22/1998,1322.75,0.170390004
12/23/1998,1349.5,2.022302022
12/24/1998,1345.25,-0.314931456
12/28/1998,1340,-0.390262033
12/29/1998,1360.75,1.548507463
12/30/1998,1348.25,-0.91861106
12/31/1998,1352,0.278138327
1/4/1999,1345.75,-0.462278107
1/5/1999,1359,0.984581089
1/6/1999,1385.75,1.968359088
1/7/1999,1383,-0.198448494
1/8/1999,1394.25,0.813449024
1/11/1999,1379.25,-1.07584723
1/12/1999,1353.25,-1.885082472
1/13/1999,1346,-0.535747275
1/14/1999,1326.5,-1.448736999
1/15/1999,1353.25,2.016584998
1/19/1999,1368.75,1.145390726
1/20/1999,1372.75,0.292237443
1/21/1999,1337,-2.604261519
1/22/1999,1338.75,0.130890052
1/25/1999,1349,0.765639589
1/26/1999,1371.5,1.66790215
1/27/1999,1356,-1.130149471
1/28/1999,1371.25,1.124631268
1/29/1999,1387.5,1.185050137
2/1/1999,1380.75,-0.486486486
2/2/1999,1372,-0.633713561
2/3/1999,1385.5,0.983965015
2/4/1999,1364.75,-1.497654276
2/5/1999,1350,-1.080784026
2/8/1999,1353.75,0.277777778
2/9/1999,1325.25,-2.105263158
2/10/1999,1332.25,0.528202226
2/11/1999,1369.25,2.777256521
2/12/1999,1344,-1.844075224
2/16/1999,1349,0.37202381
2/17/1999,1335.5,-1.00074129
2/18/1999,1344.75,0.692624485
2/19/1999,1350.25,0.408997955
2/22/1999,1380.75,2.258840955
2/23/1999,1381.75,0.072424407
2/24/1999,1358.5,-1.682648815
2/25/1999,1347.5,-0.809716599
2/26/1999,1342,-0.408163265
3/1/1999,1345.25,0.242175857
3/2/1999,1335.5,-0.724772347
3/3/1999,1340.25,0.355672033
3/4/1999,1356.5,1.212460362
3/5/1999,1385.75,2.156284556
3/8/1999,1390,0.306693126
3/9/1999,1385.5,-0.323741007
3/10/1999,1396.5,0.793937207
3/11/1999,1411.25,1.056211958
3/12/1999,1398.75,-0.885739593
3/15/1999,1414.25,1.108132261
3/16/1999,1413.5,-0.053031642
3/17/1999,1406.25,-0.512911213
3/18/1999,1425.75,1.386666667
3/19/1999,1402.25,-1.648255304
3/22/1999,1406.5,0.303084329
3/23/1999,1401.2,-0.376821898
3/24/1999,1374.5,-1.905509563
3/25/1999,1398,1.709712623
3/26/1999,1391,-0.500715308
3/29/1999,1411.25,1.455787203
3/30/1999,1409.25,-0.141718335
3/31/1999,1388.5,-1.472414405
4/1/1999,1398.25,0.702196615
4/5/1999,1427.25,2.074021098
4/6/1999,1424.75,-0.175162025
4/7/1999,1433.25,0.596595894
4/8/1999,1450,1.168672597
4/9/1999,1453,0.206896552
4/12/1999,1466.5,0.929112182
4/13/1999,1456.75,-0.664848278
4/14/1999,1433.5,-1.596018534
4/15/1999,1426.5,-0.488315312
4/16/1999,1418.25,-0.578338591
4/19/1999,1396.5,-1.533580116
4/20/1999,1409.75,0.948800573
4/21/1999,1446.5,2.606845185
4/22/1999,1463.5,1.175250605
4/23/1999,1459.5,-0.27331739
4/26/1999,1464.5,0.342583076
4/27/1999,1470,0.375554797
4/28/1999,1454,-1.088435374
4/29/1999,1442.25,-0.808115543
4/30/1999,1432.25,-0.693361068
5/3/1999,1453,1.448769419
5/4/1999,1437.5,-1.066758431
5/5/1999,1446.25,0.608695652
5/6/1999,1436,-0.708729473
5/7/1999,1446.75,0.748607242
5/10/1999,1441.5,-0.362882322
5/11/1999,1452.5,0.763093999
5/12/1999,1464,0.791738382
5/13/1999,1469,0.341530055
5/14/1999,1434.75,-2.331518039
5/17/1999,1436,0.087123192
5/18/1999,1435.5,-0.034818942
5/19/1999,1444,0.592128178
5/20/1999,1437,-0.484764543
5/21/1999,1429.25,-0.539318024
5/24/1999,1406.25,-1.609235613
5/25/1999,1379,-1.937777778
5/26/1999,1399.75,1.504713561
5/27/1999,1379.75,-1.428826576
5/28/1999,1391.25,0.833484327
6/1/1999,1390.5,-0.053908356
6/2/1999,1390.5,0
6/3/1999,1399.25,0.629270047
6/4/1999,1424,1.768804717
6/7/1999,1426.5,0.175561798
6/8/1999,1414.75,-0.823694357
6/9/1999,1412.5,-0.159038699
6/10/1999,1400.75,-0.831858407
6/11/1999,1389.25,-0.820988756
6/14/1999,1388,-0.089976606
6/15/1999,1398.5,0.75648415
6/16/1999,1423.25,1.769753307
6/17/1999,1436,0.895836993
6/18/1999,1437,0.069637883
6/21/1999,1440.25,0.226165623
6/22/1999,1430,-0.711682
6/23/1999,1422.25,-0.541958042
6/24/1999,1413.5,-0.615222359
6/25/1999,1409.75,-0.265298903
6/28/1999,1424.25,1.028551162
6/29/1999,1437.5,0.9303142
6/30/1999,1461.75,1.686956522
7/1/1999,1472.75,0.752522661
7/2/1999,1486,0.899677474
7/6/1999,1483.5,-0.168236878
7/7/1999,1484.75,0.084260195
7/8/1999,1486,0.084189257
7/9/1999,1494.25,0.555181696
7/12/1999,1488.75,-0.368077631
7/13/1999,1483.75,-0.335852225
7/14/1999,1489.5,0.387531592
7/15/1999,1498.75,0.621013763
7/16/1999,1508.5,0.650542118
7/19/1999,1497.75,-0.712628439
7/20/1999,1467.75,-2.003004507
7/21/1999,1466.25,-0.102197241
7/22/1999,1447.75,-1.26172208
7/23/1999,1444,-0.259022621
7/26/1999,1434.5,-0.657894737
7/27/1999,1444.75,0.714534681
7/28/1999,1447.75,0.207648382
7/29/1999,1430,-1.226040408
7/30/1999,1411.75,-1.276223776
8/2/1999,1416.75,0.354170356
8/3/1999,1409.5,-0.511734604
8/4/1999,1389,-1.45441646
8/5/1999,1401.25,0.881929446
8/6/1999,1386.25,-1.070472792
8/9/1999,1383.75,-0.180342651
8/10/1999,1370.75,-0.939476061
8/11/1999,1385,1.039576874
8/12/1999,1384.75,-0.018050542
8/13/1999,1413.75,2.094240838
8/16/1999,1419.5,0.406719717
8/17/1999,1427.75,0.58119056
8/18/1999,1414.75,-0.910523551
8/19/1999,1407,-0.547799965
8/20/1999,1421,0.995024876
8/23/1999,1447,1.829697396
8/24/1999,1446.75,-0.017277125
8/25/1999,1463.75,1.17504752
8/26/1999,1448,-1.076003416
8/27/1999,1431.75,-1.122237569
8/30/1999,1406.5,-1.763576043
8/31/1999,1400,-0.462140064
9/1/1999,1414.25,1.017857143
9/2/1999,1400.25,-0.989923988
9/3/1999,1443.5,3.088734155
9/7/1999,1432.5,-0.762036716
9/8/1999,1426.25,-0.436300175
9/9/1999,1425.25,-0.070113935
9/10/1999,1435.5,0.719172075
9/13/1999,1427.5,-0.557297109
9/14/1999,1418.5,-0.630472855
9/15/1999,1396.75,-1.533309834
9/16/1999,1399.75,0.214784321
9/17/1999,1417,1.232362922
9/20/1999,1414,-0.211714891
9/21/1999,1386.75,-1.927157001
9/22/1999,1386.75,0
9/23/1999,1356.75,-2.163331531
9/24/1999,1354.75,-0.147411093
9/27/1999,1362.5,0.572061266
9/28/1999,1360.25,-0.165137615
9/29/1999,1345.5,-1.084359493
9/30/1999,1363.25,1.319212189
10/1/1999,1359.5,-0.275077939
10/4/1999,1384.25,1.820522251
10/5/1999,1381,-0.234784179
10/6/1999,1400,1.375814627
10/7/1999,1394,-0.428571429
10/8/1999,1412.25,1.309182209
10/11/1999,1411.25,-0.070808993
10/12/1999,1391.5,-1.399468556
10/13/1999,1355,-2.623068631
10/14/1999,1355.75,0.055350554
10/15/1999,1322,-2.489397013
10/18/1999,1331,0.680786687
10/19/1999,1340.25,0.694966191
10/20/1999,1357.75,1.305726544
10/21/1999,1361.5,0.27619223
10/22/1999,1358.75,-0.201983107
10/25/1999,1366.5,0.570377185
10/26/1999,1350.5,-1.170874497
10/27/1999,1371.5,1.554979637
10/28/1999,1416,3.244622676
10/29/1999,1441.75,1.818502825
11/1/1999,1427.75,-0.971042136
11/2/1999,1417.75,-0.700402732
11/3/1999,1426,0.581907953
11/4/1999,1434.75,0.613604488
11/5/1999,1449.5,1.028053668
11/8/1999,1449.5,0
11/9/1999,1436.75,-0.87961366
11/10/1999,1446,0.643814164
11/11/1999,1453.25,0.501383126
11/12/1999,1468.25,1.032169276
11/15/1999,1468.75,0.034054146
11/16/1999,1496.75,1.906382979
11/17/1999,1483.75,-0.868548522
11/18/1999,1494,0.690817186
11/19/1999,1493.5,-0.033467202
11/22/1999,1492.25,-0.083696016
11/23/1999,1477.75,-0.97168705
11/24/1999,1486.75,0.609034004
11/26/1999,1480.25,-0.437195224
11/29/1999,1476.5,-0.253335585
11/30/1999,1457.25,-1.303758889
12/1/1999,1468.25,0.754846457
12/2/1999,1477.5,0.630001703
12/3/1999,1503.25,1.742808799
12/6/1999,1491.5,-0.78163978
12/7/1999,1480.25,-0.754274221
12/8/1999,1470.5,-0.658672522
12/9/1999,1481.75,0.765045903
12/10/1999,1488,0.421798549
12/13/1999,1488.5,0.033602151
12/14/1999,1476.75,-0.789385287
12/15/1999,1480.5,0.253936008
12/16/1999,1489.75,0.624788923
12/17/1999,1496.25,0.436314818
12/20/1999,1487.25,-0.601503759
12/21/1999,1506.5,1.294335182
12/22/1999,1510.25,0.248921341
12/23/1999,1532.25,1.456712465
12/27/1999,1530.5,-0.114211127
12/28/1999,1530.25,-0.016334531
12/29/1999,1535,0.310406796
12/30/1999,1532.75,-0.146579805
12/31/1999,1537,0.2772794
1/3/2000,1518.75,-1.187378009
1/4/2000,1463.5,-3.637860082
1/5/2000,1465,0.102494021
1/6/2000,1456.75,-0.563139932
1/7/2000,1511.75,3.775527716
1/10/2000,1526.25,0.959153299
1/11/2000,1506,-1.326781327
1/12/2000,1493.5,-0.83001328
1/13/2000,1511,1.171744225
1/14/2000,1530.5,1.290536069
1/18/2000,1521.25,-0.604377654
1/19/2000,1524.5,0.213640099
1/20/2000,1508.25,-1.065923254
1/21/2000,1506.25,-0.132604011
1/24/2000,1464.75,-2.755186722
1/25/2000,1471,0.426693975
1/26/2000,1468,-0.203942896
1/27/2000,1462.75,-0.357629428
1/28/2000,1419,-2.990941719
1/31/2000,1452.75,2.378435518
2/1/2000,1468.75,1.101359491
2/2/2000,1466.25,-0.170212766
2/3/2000,1487.75,1.466325661
2/4/2000,1483.25,-0.302470173
2/7/2000,1479,-0.286532951
2/8/2000,1497.75,1.267748479
2/9/2000,1470.5,-1.81939576
2/10/2000,1470.5,0
2/11/2000,1448,-1.530091806
2/14/2000,1450.25,0.15538674
2/15/2000,1462,0.810205137
2/16/2000,1444.75,-1.179890561
2/17/2000,1438.25,-0.449904828
2/18/2000,1406,-2.242308361
2/22/2000,1403,-0.213371266
2/23/2000,1416,0.926585887
2/24/2000,1407.5,-0.600282486
2/25/2000,1389.75,-1.261101243
2/28/2000,1400.5,0.773520417
2/29/2000,1424,1.677972153
3/1/2000,1436.5,0.877808989
3/2/2000,1437,0.034806822
3/3/2000,1462.5,1.774530271
3/6/2000,1447,-1.05982906
3/7/2000,1385.75,-4.232895646
3/8/2000,1418,2.327259607
3/9/2000,1455.5,2.644569817
3/10/2000,1451.75,-0.257643422
3/13/2000,1434.5,-1.188221112
3/14/2000,1414,-1.429069362
3/15/2000,1449,2.475247525
3/16/2000,1512.5,4.382332643
3/17/2000,1522.5,0.661157025
3/20/2000,1512,-0.689655172
3/21/2000,1541.75,1.967592593
3/22/2000,1552,0.664828928
3/23/2000,1578,1.675257732
3/24/2000,1589.5,0.728770596
3/27/2000,1573,-1.038062284
3/28/2000,1563.25,-0.619834711
3/29/2000,1564,0.047976971
3/30/2000,1538.5,-1.630434783
3/31/2000,1551.5,0.844978876
4/3/2000,1562.5,0.708991299
4/4/2000,1550,-0.8
4/5/2000,1538.5,-0.741935484
4/6/2000,1550.5,0.7799805
4/7/2000,1564.25,0.886810706
4/10/2000,1555,-0.591337702
4/11/2000,1551.75,-0.209003215
4/12/2000,1510,-2.690510714
4/13/2000,1490,-1.324503311
4/14/2000,1401.25,-5.956375839
4/17/2000,1449.25,3.425512935
4/18/2000,1482.75,2.311540452
4/19/2000,1473.25,-0.640701399
4/20/2000,1480.75,0.509078568
4/24/2000,1471.5,-0.624683437
4/25/2000,1523.5,3.533809038
4/26/2000,1508,-1.017394158
4/27/2000,1502,-0.397877984
4/28/2000,1494.5,-0.499334221
5/1/2000,1510.75,1.087320174
5/2/2000,1485.5,-1.671355287
5/3/2000,1456.5,-1.952204645
5/4/2000,1457.5,0.068657741
5/5/2000,1474,1.132075472
5/8/2000,1464.75,-0.627544098
5/9/2000,1453.25,-0.785116914
5/10/2000,1422.75,-2.098744194
5/11/2000,1449.5,1.880161659
5/12/2000,1465.25,1.08658158
5/15/2000,1491.5,1.791503156
5/16/2000,1505.75,0.955414013
5/17/2000,1490.75,-0.996181305
5/18/2000,1475.75,-1.00620493
5/19/2000,1449.5,-1.778756564
5/22/2000,1438.5,-0.758882373
5/23/2000,1416.5,-1.529370872
5/24/2000,1436.25,1.39428168
5/25/2000,1423.25,-0.9051349
5/26/2000,1416.25,-0.491832074
5/30/2000,1461.25,3.177405119
5/31/2000,1456,-0.359281437
6/1/2000,1485.75,2.043269231
6/2/2000,1509.5,1.598519266
6/5/2000,1504.75,-0.314673733
6/6/2000,1497.5,-0.481807609
6/7/2000,1485.25,-0.81803005
6/8/2000,1501,1.060427537
6/9/2000,1497.25,-0.249833444
6/12/2000,1481.75,-1.035231257
6/13/2000,1507,1.704066138
6/14/2000,1510.5,0.232249502
6/15/2000,1511,0.033101622
6/16/2000,1500.75,-0.678358703
6/19/2000,1518,1.149425287
6/20/2000,1511.5,-0.428194993
6/21/2000,1511.5,0
6/22/2000,1489,-1.488587496
6/23/2000,1476.75,-0.822699799
6/26/2000,1491.75,1.015744033
6/27/2000,1483.75,-0.536282889
6/28/2000,1483.5,-0.0168492
6/29/2000,1471,-0.842601955
6/30/2000,1483.25,0.832766825
7/3/2000,1501.25,1.213551323
7/5/2000,1476.25,-1.665278934
7/6/2000,1486.75,0.711261643
7/7/2000,1507.25,1.378846477
7/10/2000,1504.5,-0.182451484
7/11/2000,1507.75,0.216018611
7/12/2000,1518.5,0.712982922
7/13/2000,1523.25,0.312808693
7/14/2000,1536.75,0.886262925
7/17/2000,1534.75,-0.130144786
7/18/2000,1525,-0.635282619
7/19/2000,1513,-0.786885246
7/20/2000,1528.75,1.040978189
7/21/2000,1502.5,-1.717089125
7/24/2000,1493.5,-0.599001664
7/25/2000,1497.5,0.267827251
7/26/2000,1482.75,-0.984974958
7/27/2000,1476.25,-0.438374642
7/28/2000,1444,-2.184589331
7/31/2000,1451.5,0.519390582
8/1/2000,1460,0.585601102
8/2/2000,1465.25,0.359589041
8/3/2000,1474.75,0.648353523
8/4/2000,1484.25,0.644176979
8/7/2000,1499.75,1.044298467
8/8/2000,1505.25,0.366727788
8/9/2000,1493.5,-0.780601229
8/10/2000,1486.5,-0.46869769
8/11/2000,1492,0.369996636
8/14/2000,1511.5,1.306970509
8/15/2000,1507.75,-0.248097916
8/16/2000,1506.25,-0.099485989
8/17/2000,1516.25,0.663900415
8/18/2000,1513.75,-0.164880462
8/21/2000,1519.75,0.396366639
8/22/2000,1520,0.016450074
8/23/2000,1522.75,0.180921053
8/24/2000,1527.75,0.328353308
8/25/2000,1525.75,-0.130911471
8/28/2000,1531.25,0.360478453
8/29/2000,1531,-0.016326531
8/30/2000,1516.75,-0.930764206
8/31/2000,1534,1.137300148
9/1/2000,1535.75,0.114080834
9/5/2000,1524.75,-0.716262413
9/6/2000,1525,0.016396131
9/7/2000,1520,-0.327868852
9/8/2000,1509.5,-0.690789474
9/11/2000,1502.75,-0.447167936
9/12/2000,1492.75,-0.665446681
9/13/2000,1496,0.217718975
9/14/2000,1491.5,-0.300802139
9/15/2000,1472.25,-1.290647
9/18/2000,1456,-1.103752759
9/19/2000,1467,0.755494505
9/20/2000,1458,-0.613496933
9/21/2000,1457.75,-0.017146776
9/22/2000,1457,-0.051449151
9/25/2000,1449.5,-0.514756349
9/26/2000,1431.5,-1.24180752
9/27/2000,1435.25,0.261962976
9/28/2000,1464.5,2.037972479
9/29/2000,1442.5,-1.502219187
10/2/2000,1444.75,0.155979203
10/3/2000,1429.75,-1.03824191
10/4/2000,1438.75,0.629480678
10/5/2000,1444.75,0.417028671
10/6/2000,1414.75,-2.076483821
10/9/2000,1405,-0.689167697
10/10/2000,1379.5,-1.814946619
10/11/2000,1367,-0.906125408
10/12/2000,1332.5,-2.523774689
