Date,Open,High,Low,Close,Adj Close,Volume
5/1/1962,65.239998,66.93,53.130001,59.630001,59.630001,111030000
6/1/1962,59.630001,59.959999,51.349998,54.75,54.75,100160000
7/1/1962,54.75,58.669998,54.470001,58.23,58.23,74160000
8/1/1962,58.23,60.330002,56.759998,59.119999,59.119999,80400000
9/1/1962,59.119999,59.540001,55.529999,56.27,56.27,62890000
10/1/1962,56.27,57.830002,52.549999,56.52,56.52,78690000
11/1/1962,56.52,62.779999,55.900002,62.259998,62.259998,96020000
12/1/1962,62.259998,63.5,61.279999,63.099998,63.099998,80870000
1/1/1963,63.099998,66.589996,62.32,66.199997,66.199997,101970000
2/1/1963,66.309998,66.959999,64.080002,64.290001,64.290001,79120000
3/1/1963,64.290001,67.010002,63.799999,66.57,66.57,74760000
4/1/1963,66.57,70.18,66.230003,69.800003,69.800003,106290000
5/1/1963,69.800003,71.139999,69.029999,70.800003,70.800003,105070000
6/1/1963,70.800003,71.239998,68.779999,69.370003,69.370003,90580000
7/1/1963,69.370003,70.480003,67.540001,69.129997,69.129997,76310000
8/1/1963,69.129997,72.709999,68.639999,72.5,72.5,91650000
9/1/1963,72.5,73.870003,71.279999,71.699997,71.699997,106620000
10/1/1963,71.699997,75.18,71.57,74.010002,74.010002,122360000
11/1/1963,74.010002,74.440002,69.480003,73.230003,73.230003,93990000
12/1/1963,73.230003,75.360001,73.019997,75.019997,75.019997,98660000
1/1/1964,75.019997,77.779999,74.82,77.040001,77.040001,116620000
2/1/1964,77.040001,78.309998,76.360001,77.800003,77.800003,88110000
3/1/1964,77.800003,79.889999,77.5,78.980003,78.980003,113760000
4/1/1964,78.980003,81.199997,78.669998,79.459999,79.459999,123490000
5/1/1964,79.459999,81.809998,79.459999,80.370003,80.370003,99150000
6/1/1964,80.370003,82.099998,78.150002,81.690002,81.690002,96150000
7/1/1964,81.690002,84.330002,81.459999,83.18,83.18,102590000
8/1/1964,83.18,83.489998,80.800003,81.830002,81.830002,82280000
9/1/1964,81.830002,84.800003,81.57,84.18,84.18,109770000
10/1/1964,84.18,85.699997,83.650002,84.860001,84.860001,106550000
11/1/1964,84.860001,86.800003,84.099998,84.419998,84.419998,93640000
12/1/1964,84.419998,85.18,82.650002,84.75,84.75,104010000
1/1/1965,84.75,88.190002,83.769997,87.559998,87.559998,109130000
2/1/1965,87.559998,88.059998,85.25,87.43,87.43,112280000
3/1/1965,87.43,87.93,85.650002,86.160004,86.160004,124830000
4/1/1965,86.160004,89.639999,85.870003,89.110001,89.110001,119120000
5/1/1965,89.110001,90.68,87.239998,88.419998,88.419998,110190000
6/1/1965,88.419998,88.800003,80.730003,84.120003,84.120003,128160000
7/1/1965,84.120003,86.470001,83.300003,85.25,85.25,85150000
8/1/1965,85.25,87.790001,84.800003,87.169998,87.169998,109070000
9/1/1965,87.169998,91.129997,86.690002,89.959999,89.959999,155180000
10/1/1965,89.959999,93.190002,89.300003,92.419998,92.419998,164090000
11/1/1965,92.419998,93.300003,90.809998,91.610001,91.610001,147110000
12/1/1965,91.610001,93.07,89.199997,92.43,92.43,191050000
1/1/1966,92.43,94.639999,91.629997,92.879997,92.879997,182910000
2/1/1966,92.879997,94.720001,90.43,91.220001,91.220001,165790000
3/1/1966,91.220001,91.650002,86.690002,89.230003,89.230003,191360000
4/1/1966,89.230003,93.019997,88.959999,91.059998,91.059998,186160000
5/1/1966,91.059998,91.75,83.18,86.129997,86.129997,171290000
6/1/1966,86.129997,87.739998,83.75,84.739998,84.739998,140450000
7/1/1966,84.739998,88.190002,83.050003,83.599998,83.599998,119810000
8/1/1966,83.5,84.699997,73.910004,77.099998,77.099998,162430000
9/1/1966,77.099998,80.809998,75.029999,76.559998,76.559998,120030000
10/1/1966,76.559998,80.910004,72.279999,80.199997,80.199997,146210000
11/1/1966,80.199997,83.010002,78.889999,80.449997,80.449997,145780000
12/1/1966,80.449997,83.879997,79.489998,80.330002,80.330002,165070000
1/1/1967,80.330002,88.169998,79.43,86.610001,86.610001,207410000
2/1/1967,86.610001,89,85.610001,86.779999,86.779999,182950000
3/1/1967,86.779999,91.720001,86.669998,90.199997,90.199997,224640000
4/1/1967,90.199997,94.769997,87.860001,94.010002,94.010002,187650000
5/1/1967,94.010002,95.25,88.709999,89.080002,89.080002,218420000
6/1/1967,89.080002,93.279999,87.190002,90.639999,90.639999,212590000
7/1/1967,90.639999,95.510002,90.120003,94.75,94.75,216730000
8/1/1967,94.75,96.669998,92.010002,93.639999,93.639999,207800000
9/1/1967,93.639999,98.309998,93,96.709999,96.709999,204960000
10/1/1967,96.709999,98.25,93.290001,93.300003,93.300003,224780000
11/1/1967,93.300003,95.510002,90.089996,94,94,211430000
12/1/1967,94,96.900002,93.410004,96.470001,96.470001,229460000
1/1/1968,96.470001,97.839996,91.269997,92.239998,92.239998,262770000
2/1/1968,92.239998,93.440002,86.730003,89.360001,89.360001,174380000
3/1/1968,89.360001,91.089996,86.989998,90.199997,90.199997,192610000
4/1/1968,91.110001,98.610001,91.110001,97.459999,97.459999,295420000
5/1/1968,97.459999,100.190002,95.800003,98.68,98.68,291980000
6/1/1968,98.720001,102.839996,98.720001,99.580002,99.580002,257290000
7/1/1968,99.580002,103.669998,96.839996,97.739998,97.739998,242450000
8/1/1968,97.739998,99.669998,95.790001,98.860001,98.860001,193970000
9/1/1968,98.860001,103.629997,98.309998,102.669998,102.669998,228300000
10/1/1968,102.669998,105.779999,101.800003,103.410004,103.410004,272200000
11/1/1968,103.410004,109.089996,101.849998,108.370003,108.370003,251850000
12/1/1968,108.370003,109.370003,102.980003,103.860001,103.860001,267480000
1/1/1969,103.860001,104.870003,96.629997,103.010002,103.010002,266600000
2/1/1969,103.010002,104.610001,97.360001,98.129997,98.129997,207490000
3/1/1969,98.129997,102.349998,97.059998,101.510002,101.510002,199110000
4/1/1969,101.510002,104.559998,99.080002,103.690002,103.690002,236930000
5/1/1969,103.690002,106.739998,102.290001,103.459999,103.459999,256580000
6/1/1969,103.459999,103.75,95.209999,97.709999,97.709999,235130000
7/1/1969,97.709999,100.330002,88.040001,91.830002,91.830002,228250000
8/1/1969,91.919998,96.43,91.480003,95.510002,95.510002,201680000
9/1/1969,95.510002,96.620003,91.769997,93.120003,93.120003,219150000
10/1/1969,93.120003,98.830002,91.660004,97.120003,97.120003,310110000
11/1/1969,97.120003,99.230003,92.239998,93.809998,93.809998,213600000
12/1/1969,93.809998,94.470001,88.620003,92.059998,92.059998,272350000
1/1/1970,92.059998,94.25,84.419998,85.019997,85.019997,221090000
2/1/1970,85.019997,90.330002,84.639999,89.5,89.5,228380000
3/1/1970,89.5,91.07,86.190002,89.629997,89.629997,212880000
4/1/1970,89.629997,90.699997,79.309998,81.519997,81.519997,223120000
5/1/1970,81.519997,82.32,68.610001,76.550003,76.550003,258220000
6/1/1970,76.550003,79.959999,72.25,72.720001,72.720001,226420000
7/1/1970,72.720001,79.029999,70.690002,78.050003,78.050003,227740000
8/1/1970,78.050003,82.470001,74.129997,81.519997,81.519997,218690000
9/1/1970,81.519997,84.989998,79.949997,84.300003,84.300003,303290000
10/1/1970,84.300003,87.75,82.290001,83.25,83.25,261370000
11/1/1970,83.25,87.599998,82.230003,87.199997,87.199997,230290000
12/1/1970,87.199997,92.989998,86.110001,92.150002,92.150002,335240000
1/1/1971,92.150002,96.489998,90.639999,95.879997,95.879997,348490000
2/1/1971,95.879997,99.589996,94.919998,96.75,96.75,371190000
3/1/1971,96.75,102.029999,96.110001,100.309998,100.309998,389880000
4/1/1971,100.309998,105.599998,99.629997,103.949997,103.949997,401580000
5/1/1971,103.949997,104.419998,98.68,99.629997,99.629997,307360000
6/1/1971,99.629997,102.07,96.919998,98.699997,98.699997,303590000
7/1/1971,99.160004,101.519997,95.080002,95.580002,95.580002,265240000
8/1/1971,95.580002,101.510002,92.809998,99.029999,99.029999,320520000
9/1/1971,99.029999,102.25,96.970001,98.339996,98.339996,252720000
10/1/1971,98.339996,100.959999,92.959999,94.230003,94.230003,280080000
11/1/1971,94.230003,96.080002,89.339996,93.989998,93.989998,276410000
12/1/1971,93.989998,102.209999,93.949997,102.089996,102.089996,377680000
1/1/1972,102.089996,105,100.870003,103.940002,103.940002,379490000
2/1/1972,103.940002,107.160004,103.099998,106.57,106.57,376260000
3/1/1972,106.57,109.75,105.860001,107.199997,107.199997,403650000
4/1/1972,107.199997,111.110001,106.18,107.669998,107.669998,367990000
5/1/1972,107.669998,111.480003,103.830002,109.529999,109.529999,335850000
6/1/1972,109.529999,110.510002,105.940002,107.139999,107.139999,314510000
7/1/1972,107.139999,110.269997,104.43,107.389999,107.389999,288900000
8/1/1972,107.389999,113.449997,107.059998,111.089996,111.089996,356930000
9/1/1972,111.089996,112.120003,107.349998,110.550003,110.550003,246190000
10/1/1972,110.550003,112.260002,106.269997,111.580002,111.580002,317300000
11/1/1972,111.580002,117.910004,111.32,116.669998,116.669998,405570000
12/1/1972,116.669998,119.790001,114.629997,118.050003,118.050003,344730000
1/1/1973,118.059998,121.739998,114.970001,116.029999,116.029999,393750000
2/1/1973,116.029999,118.980003,109.800003,111.68,111.68,318190000
3/1/1973,111.68,115.610001,107.410004,111.519997,111.519997,343400000
4/1/1973,111.519997,113.650002,105.440002,106.970001,106.970001,277990000
5/1/1973,106.970001,112.25,101.360001,104.949997,104.949997,337260000
6/1/1973,104.949997,109.519997,101.449997,104.260002,104.260002,268700000
7/1/1973,104.099998,111.040001,100.440002,108.220001,108.220001,307780000
8/1/1973,108.169998,108.169998,99.739998,104.25,104.25,274460000
9/1/1973,104.25,110.449997,102.129997,108.43,108.43,329070000
10/1/1973,108.43,112.82,107.080002,108.290001,108.290001,422900000
11/1/1973,108.290001,109.199997,94.879997,95.959999,95.959999,399900000
12/1/1973,95.830002,99.089996,91.050003,97.550003,97.550003,384380000
1/1/1974,97.550003,100.940002,91.620003,96.57,96.57,363150000
2/1/1974,96.57,97.43,89.529999,96.220001,96.220001,256810000
3/1/1974,96.220001,101.050003,93.440002,93.980003,93.980003,309600000
4/1/1974,93.980003,95.419998,88.620003,90.309998,90.309998,254270000
5/1/1974,90.309998,93.589996,85.870003,87.279999,87.279999,275150000
6/1/1974,87.279999,93.760002,85.129997,86,86,245340000
7/1/1974,86,86.889999,78.959999,79.309998,79.309998,274090000
8/1/1974,79.309998,83.529999,69.370003,72.150002,72.150002,280100000
9/1/1974,72.150002,73.010002,62.52,63.540001,63.540001,280050000
10/1/1974,63.540001,75.900002,60.959999,73.900002,73.900002,377100000
11/1/1974,73.900002,77.410004,66.849998,69.970001,69.970001,286790000
12/1/1974,69.800003,69.800003,64.129997,68.559998,68.559998,315150000
1/1/1975,68.650002,78.690002,68.650002,76.980003,76.980003,432550000
2/1/1975,76.980003,83.559998,76,81.589996,81.589996,423640000
3/1/1975,81.589996,87.080002,80.080002,83.360001,83.360001,453610000
4/1/1975,83.360001,88.790001,79.660004,87.300003,87.300003,451350000
5/1/1975,87.300003,93.510002,86.940002,91.150002,91.150002,457490000
6/1/1975,91.32,95.849998,89.300003,95.190002,95.190002,447000000
7/1/1975,95.190002,96.580002,87.68,88.75,88.75,441680000
8/1/1975,88.75,89.040001,82.209999,86.879997,86.879997,281470000
9/1/1975,86.879997,87.419998,81.57,83.870003,83.870003,275120000
10/1/1975,83.870003,91.75,82.57,89.040001,89.040001,365540000
11/1/1975,89.040001,92.330002,87.629997,91.239998,91.239998,318810000
12/1/1975,91.239998,91.900002,86.150002,90.190002,90.190002,348970000
1/1/1976,90.190002,101.989998,89.809998,100.860001,100.860001,635830000
2/1/1976,100.860001,103.07,98.5,99.709999,99.709999,596130000
3/1/1976,99.709999,104.389999,98.230003,102.769997,102.769997,529600000
4/1/1976,102.769997,104.629997,99.57,101.639999,101.639999,392260000
5/1/1976,101.639999,103.989998,98.260002,100.18,100.18,355910000
6/1/1976,100.18,105.07,97.970001,104.279999,104.279999,417230000
7/1/1976,104.279999,106.779999,102.309998,103.440002,103.440002,393760000
8/1/1976,103.440002,105.410004,100.43,102.910004,102.910004,346680000
9/1/1976,102.910004,108.720001,102.599998,105.239998,105.239998,414750000
10/1/1976,105.239998,105.75,99.209999,102.900002,102.900002,361390000
11/1/1976,102.900002,103.779999,98.18,102.099998,102.099998,381020000
12/1/1976,102.099998,107.82,101.620003,107.459999,107.459999,534550000
1/1/1977,107.459999,107.970001,100.910004,102.029999,102.029999,501620000
2/1/1977,102.029999,103.32,98.82,99.82,99.82,398440000
3/1/1977,99.82,102.699997,97.800003,98.419998,98.419998,434690000
4/1/1977,98.419998,102.07,96.529999,98.440002,98.440002,403060000
5/1/1977,98.440002,100.93,95.519997,96.120003,96.120003,425820000
6/1/1977,96.120003,101.650002,95.889999,100.480003,100.480003,485150000
7/1/1977,100.480003,102.57,97.709999,98.849998,98.849998,452480000
8/1/1977,98.849998,99.839996,95.040001,96.769997,96.769997,433650000
9/1/1977,96.769997,98.43,94.440002,96.529999,96.529999,383670000
10/1/1977,96.529999,97.269997,90.199997,92.339996,92.339996,413470000
11/1/1977,92.190002,97.110001,90.010002,94.830002,94.830002,494680000
12/1/1977,94.830002,95.669998,91.760002,95.099998,95.099998,450970000
1/1/1978,95.099998,95.150002,88.019997,89.25,89.25,428140000
2/1/1978,89.25,91.32,86.580002,87.040001,87.040001,368600000
3/1/1978,87.040001,91.349998,86.449997,89.209999,89.209999,497580000
4/1/1978,89.199997,97.910004,88.07,96.830002,96.830002,695600000
5/1/1978,96.830002,100.32,94.57,97.239998,97.239998,775750000
6/1/1978,97.239998,101.839996,93.989998,95.529999,95.529999,666290000
7/1/1978,95.529999,101.18,93.589996,100.68,100.68,541490000
8/1/1978,100.68,106.269997,99.949997,103.290001,103.290001,864950000
9/1/1978,103.290001,108.050003,100.660004,102.540001,102.540001,672290000
10/1/1978,102.540001,106.230003,91.650002,93.150002,93.150002,682340000
11/1/1978,94.129997,97.410004,91.769997,94.699997,94.699997,514610000
12/1/1978,95.010002,98.580002,92.639999,96.110001,96.110001,492440000
1/1/1979,96.110001,102.589996,95.220001,99.93,99.93,615730000
2/1/1979,99.93,100.519997,95.379997,96.279999,96.279999,475710000
3/1/1979,96.279999,103.309998,95.980003,101.589996,101.589996,649800000
4/1/1979,101.559998,103.949997,100.139999,101.760002,101.760002,620650000
5/1/1979,101.760002,102.57,97.489998,99.080002,99.080002,623740000
6/1/1979,99.080002,103.669998,98.57,102.910004,102.910004,735710000
7/1/1979,102.910004,105.169998,100.349998,103.809998,103.809998,680740000
8/1/1979,103.809998,109.839996,103.139999,109.32,109.32,825050000
9/1/1979,109.32,111.580002,105.379997,109.32,109.32,713940000
10/1/1979,109.190002,112.160004,99.059998,101.82,101.82,857930000
11/1/1979,101.82,107.889999,99.419998,106.160004,106.160004,653650000
12/1/1979,106.160004,110.330002,105.07,107.940002,107.940002,710210000
1/1/1980,107.940002,117.169998,103.260002,114.160004,114.160004,1158240000
2/1/1980,114.160004,120.220001,111.330002,113.660004,113.660004,956530000
3/1/1980,113.660004,114.339996,94.230003,102.089996,102.089996,876450000
4/1/1980,102.089996,106.790001,98.949997,106.290001,106.290001,674140000
5/1/1980,106.290001,112.720001,103.5,111.239998,111.239998,764920000
6/1/1980,111.239998,117.980003,109.769997,114.239998,114.239998,829660000
7/1/1980,114.239998,123.93,113.540001,121.669998,121.669998,1021770000
8/1/1980,121.669998,127.779999,119.419998,122.379997,122.379997,965660000
9/1/1980,122.379997,132.169998,121.790001,125.459999,125.459999,1057710000
10/1/1980,125.459999,135.880005,124.660004,127.470001,127.470001,1031790000
11/1/1980,127.470001,141.960007,127.230003,140.520004,140.520004,988110000
12/1/1980,140.520004,140.660004,125.32,135.759995,135.759995,1025650000
1/1/1981,135.759995,140.320007,128.570007,129.550003,129.550003,955520000
2/1/1981,129.479996,132.020004,124.660004,131.270004,131.270004,816310000
3/1/1981,131.270004,138.380005,128.559998,136,136,1174530000
4/1/1981,136,137.720001,131.580002,132.809998,132.809998,1123470000
5/1/1981,132.809998,134.919998,128.779999,132.589996,132.589996,905430000
6/1/1981,132.589996,135.669998,128.770004,131.210007,131.210007,1100970000
7/1/1981,131.210007,131.779999,125.959999,130.919998,130.919998,953970000
8/1/1981,130.919998,135.179993,122.290001,122.790001,122.790001,920550000
9/1/1981,122.790001,124.580002,110.190002,116.18,116.18,959140000
10/1/1981,116.18,123.279999,115,121.889999,121.889999,997560000
11/1/1981,122.349998,126.970001,119.129997,126.349998,126.349998,987920000
12/1/1981,126.349998,127.32,121.040001,122.550003,122.550003,959470000
1/1/1982,122.550003,123.720001,113.629997,120.400002,120.400002,968340000
2/1/1982,119.809998,119.809998,110.029999,113.110001,113.110001,972190000
3/1/1982,113.110001,114.800003,104.459999,111.959999,111.959999,1268690000
4/1/1982,111.959999,119.330002,111.480003,116.440002,116.440002,1136490000
5/1/1982,115.959999,119.919998,111.660004,111.879997,111.879997,1026460000
6/1/1982,111.970001,112.480003,107.010002,109.610001,109.610001,1110530000
7/1/1982,109.519997,112.389999,105.57,107.089996,107.089996,1145190000
8/1/1982,107.709999,120.260002,102.199997,119.510002,119.510002,1672770000
9/1/1982,119.519997,126.43,117.839996,120.419998,120.419998,1548040000
10/1/1982,120.400002,140.399994,120.150002,133.720001,133.720001,2068560000
11/1/1982,133.720001,144.360001,132.889999,138.529999,138.529999,1857040000
12/1/1982,138.559998,143.679993,134.789993,140.639999,140.639999,1682080000
1/1/1983,140.649994,148.360001,138.080002,145.300003,145.300003,1857600000
2/1/1983,145.289993,150.880005,141.899994,148.059998,148.059998,1615450000
3/1/1983,148.070007,155.020004,148.070007,152.960007,152.960007,1901920000
4/1/1983,152.919998,164.429993,150.169998,164.429993,164.429993,1786870000
5/1/1983,164.410004,166.990005,160.289993,162.389999,162.389999,1953130000
6/1/1983,162.380005,171.600006,160.800003,167.639999,167.639999,1973860000
7/1/1983,168.110001,170.720001,161.5,162.559998,162.559998,1590170000
8/1/1983,162.339996,165.910004,158.5,164.399994,164.399994,1706430000
9/1/1983,164.399994,170.410004,163.949997,166.070007,166.070007,1739810000
10/1/1983,165.990005,172.649994,162.860001,163.550003,163.550003,1794620000
11/1/1983,163.550003,168.070007,161.630005,166.399994,166.399994,1814610000
12/1/1983,166.369995,166.770004,161.580002,164.929993,164.929993,1848860000
1/1/1984,164.929993,169.539993,162.029999,163.410004,163.410004,2215660000
2/1/1984,163.410004,164,152.130005,157.059998,157.059998,1932810000
3/1/1984,157.059998,160.460007,153.770004,159.179993,159.179993,1854920000
4/1/1984,159.179993,160.690002,154.119995,160.050003,160.050003,1717530000
5/1/1984,160.050003,162.110001,148.679993,150.550003,150.550003,1939550000
6/1/1984,150.550003,155.639999,148.529999,153.179993,153.179993,1812870000
7/1/1984,153.160004,153.869995,147.259995,150.660004,150.660004,1662200000
8/1/1984,150.660004,168.800003,150.660004,166.679993,166.679993,2526920000
9/1/1984,166.679993,169.649994,163.059998,166.100006,166.100006,1768660000
10/1/1984,166.100006,169.619995,160.020004,166.089996,166.089996,2110230000
11/1/1984,166.089996,170.410004,162.990005,163.580002,163.580002,1757280000
12/1/1984,163.580002,169.029999,161.539993,167.240005,167.240005,1781000000
1/1/1985,167.199997,180.270004,163.360001,179.630005,179.630005,2673710000
2/1/1985,179.630005,183.949997,177.75,181.179993,181.179993,2194620000
3/1/1985,181.179993,183.889999,176.529999,180.660004,180.660004,2153090000
4/1/1985,180.660004,183.610001,177.860001,179.830002,179.830002,1981880000
5/1/1985,179.830002,189.979996,178.350006,189.550003,189.550003,2350340000
6/1/1985,189.550003,191.850006,185.029999,191.850006,191.850006,2117000000
7/1/1985,191.850006,196.070007,189.300003,190.919998,190.919998,2463070000
8/1/1985,190.919998,192.169998,186.100006,188.630005,188.630005,1923200000
9/1/1985,188.630005,188.800003,179.449997,182.080002,182.080002,1860160000
10/1/1985,182.059998,190.149994,181.160004,189.820007,189.820007,2543240000
11/1/1985,189.820007,203.399994,189.369995,202.169998,202.169998,2445370000
12/1/1985,202.169998,213.080002,200.100006,211.279999,211.279999,2804380000
1/1/1986,211.279999,214.570007,202.600006,211.779999,211.779999,2879010000
2/1/1986,211.779999,227.919998,210.820007,226.919998,226.919998,2899100000
3/1/1986,226.919998,240.110001,222.179993,238.899994,238.899994,3214600000
4/1/1986,238.899994,245.470001,226.300003,235.520004,235.520004,3240400000
5/1/1986,235.520004,249.190002,232.259995,247.350006,247.350006,2680240000
6/1/1986,246.039993,251.809998,238.229996,250.839996,250.839996,2649600000
7/1/1986,250.669998,253.199997,233.070007,236.119995,236.119995,3029900000
8/1/1986,236.119995,254.240005,231.919998,252.929993,252.929993,2701900000
9/1/1986,252.929993,254.130005,228.080002,231.320007,231.320007,3166300000
10/1/1986,231.320007,244.509995,231.320007,243.979996,243.979996,3016740000
11/1/1986,243.970001,249.220001,235.509995,249.220001,249.220001,2940830000
12/1/1986,249.220001,254.869995,241.279999,242.169998,242.169998,3260870000
1/1/1987,242.169998,280.959991,242.169998,274.079987,274.079987,4040880000
2/1/1987,274.079987,287.549988,273.160004,284.200012,284.200012,3485300000
3/1/1987,284.170013,302.720001,282.299988,291.700012,291.700012,3965100000
4/1/1987,291.589996,303.649994,275.670013,288.359985,288.359985,3931700000
5/1/1987,286.98999,298.690002,277.01001,290.100006,290.100006,3417700000
6/1/1987,290.119995,310.269989,286.929993,304,304,3595000000
7/1/1987,303.98999,318.850006,302.529999,318.660004,318.660004,3966400000
8/1/1987,318.619995,337.890015,314.51001,329.799988,329.799988,4062400000
9/1/1987,329.809998,332.179993,308.559998,321.829987,321.829987,3723200000
10/1/1987,321.829987,328.940002,216.460007,251.789993,251.789993,6094500000
11/1/1987,251.729996,257.209991,225.75,230.300003,230.300003,3589530000
12/1/1987,230.320007,253.350006,221.240005,247.080002,247.080002,3926750000
1/1/1988,247.100006,261.779999,240.169998,257.070007,257.070007,3494700000
2/1/1988,257.049988,267.820007,247.820007,267.820007,267.820007,3693240000
3/1/1988,267.820007,272.640015,256.070007,258.890015,258.890015,4052970000
4/1/1988,258.890015,272.049988,254.710007,261.329987,261.329987,3260760000
5/1/1988,261.359985,263.700012,248.850006,262.160004,262.160004,3231370000
6/1/1988,262.160004,276.880005,262.100006,273.5,273.5,4306710000
7/1/1988,273.5,276.359985,262.480011,272.019989,272.019989,3338470000
8/1/1988,272.029999,274.200012,256.529999,261.519989,261.519989,3327470000
9/1/1988,261.519989,274.869995,256.980011,271.910004,271.910004,3059450000
10/1/1988,271.890015,283.950012,268.839996,278.970001,278.970001,3415160000
11/1/1988,278.970001,280.369995,262.850006,273.700012,273.700012,2822820000
12/1/1988,273.679993,280.450012,270.470001,277.720001,277.720001,2844900000
1/1/1989,277.720001,297.51001,273.809998,297.470001,297.470001,3532220000
2/1/1989,297.470001,300.570007,286.26001,288.859985,288.859985,3216280000
3/1/1989,288.859985,299.98999,286.459991,294.869995,294.869995,3504530000
4/1/1989,294.869995,310.450012,294.350006,309.640015,309.640015,3237250000
5/1/1989,309.640015,323.059998,304.059998,320.519989,320.519989,3747320000
6/1/1989,320.51001,329.190002,314.380005,317.980011,317.980011,3966590000
7/1/1989,317.980011,346.079987,317.26001,346.079987,346.079987,3249030000
8/1/1989,346.079987,352.730011,339,351.450012,351.450012,3949100000
9/1/1989,351.450012,354.130005,341.369995,349.149994,349.149994,3035020000
10/1/1989,349.149994,360.440002,327.119995,340.359985,340.359985,4012670000
11/1/1989,340.359985,346.5,330.910004,345.98999,345.98999,3032160000
12/1/1989,346.01001,354.100006,339.630005,353.399994,353.399994,3213420000
1/1/1990,353.399994,360.589996,319.829987,329.079987,329.079987,3793250000
2/1/1990,329.079987,336.089996,322.100006,331.890015,331.890015,2961970000
3/1/1990,331.890015,344.48999,331.079987,339.940002,339.940002,3283280000
4/1/1990,339.940002,347.299988,327.76001,330.799988,330.799988,2801220000
5/1/1990,330.799988,362.26001,330.799988,361.230011,361.230011,3596680000
6/1/1990,361.26001,368.779999,351.230011,358.019989,358.019989,3226280000
7/1/1990,358.019989,369.779999,350.089996,356.149994,356.149994,3373540000
8/1/1990,356.149994,357.350006,306.179993,322.559998,322.559998,4020730000
9/1/1990,322.559998,326.529999,295.980011,306.049988,306.049988,2687280000
10/1/1990,306.100006,319.690002,294.51001,304,304,3671900000
11/1/1990,303.98999,323.019989,301.609985,322.220001,322.220001,3149770000
12/1/1990,322.230011,333.980011,321.970001,330.220001,330.220001,3116830000
1/1/1991,330.200012,343.929993,309.350006,343.929993,343.929993,3660240000
2/1/1991,343.910004,370.959991,340.369995,367.070007,367.070007,4303170000
3/1/1991,367.070007,379.660004,363.730011,375.220001,375.220001,3927920000
4/1/1991,375.220001,391.26001,370.269989,375.339996,375.339996,4017200000
5/1/1991,375.350006,389.850006,365.829987,389.829987,389.829987,3739700000
6/1/1991,389.809998,389.809998,367.980011,371.160004,371.160004,3258730000
7/1/1991,371.179993,387.809998,370.920013,387.809998,387.809998,3481570000
